customerID,Churn_Probability,Risk_Level,Base_LTV,LTV_Segment,Retention_Priority,Recommended_Action
6646-QVXLR,0.48972613681386584,MEDIUM RISK,6432.5,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
0254-KCJGT,0.2218697001752256,LOW RISK,4232.8,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
3442-ZHHCC,0.2660415521470703,LOW RISK,5229.200000000001,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
9167-APMXZ,0.6834028998375409,HIGH RISK,3161.5125724777736,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
0616-ATFGB,0.8059924248760366,HIGH RISK,941.1276285272515,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
7273-TEFQD,0.8368246877316357,HIGH RISK,1546.004068419018,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
8245-UMPYT,0.8237555039044874,HIGH RISK,3621.7446463084657,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
6022-UGGSO,0.7095657473192878,HIGH RISK,2795.2054116737536,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
6292-TOSSS,0.05295355443625988,LOW RISK,1245.0,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
5207-PLSTK,0.6124685478896867,HIGH RISK,1831.5358040201004,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
3908-BLSYF,0.8015145029943739,HIGH RISK,3152.1200811751064,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
4317-VTEOA,0.6974122188193228,HIGH RISK,1906.675734441438,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
0625-AFOHS,0.015546836365440566,LOW RISK,758.9132972555083,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4667-OHGKG,0.5963040652749481,MEDIUM RISK,725.1003285659065,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2386-OWURY,0.583866014553504,MEDIUM RISK,5527.4,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3780-DDGSE,0.29497629523891433,LOW RISK,2857.1958542713564,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
1047-RNXZV,0.027765523453946138,LOW RISK,840.65,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
3926-YZVVX,0.1785876495153146,LOW RISK,2052.05,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
4742-TXUEX,0.02201222060249752,LOW RISK,907.1,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
8709-KRDVL,0.7599709366492101,HIGH RISK,3756.996521066872,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
0397-ZXWQF,0.027093252335843355,LOW RISK,1373.5,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
3910-MRQOY,0.017822748754567977,LOW RISK,1396.8,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2511-MORQY,0.16338432345085077,LOW RISK,2745.0,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
4039-PIMHX,0.1652751493078466,LOW RISK,2440.2,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
8083-YTZES,0.8800321777337696,HIGH RISK,2793.32691341322,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1346-PJWTK,0.3744879980429351,MEDIUM RISK,5743.150000000001,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3750-YHRYO,0.04706589694532833,LOW RISK,775.8197816003092,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
1236-WFCDV,0.6851110807307593,HIGH RISK,3398.203353304986,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
5949-HGVJL,0.3477098756743886,MEDIUM RISK,2744.4859586393504,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
9112-WSNPU,0.6657841086187498,HIGH RISK,2650.5610456126788,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1360-JYXKQ,0.47949386045700954,MEDIUM RISK,5351.4,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3585-ISXZP,0.8490095421755898,HIGH RISK,3593.567172400464,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
8380-PEFPE,0.8812522660334524,HIGH RISK,2691.8880073444143,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9402-ROUMJ,0.2824427736232977,LOW RISK,6716.75,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
4335-UPJSI,0.03242509732246057,LOW RISK,742.0068129107074,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6096-EGVTU,0.0457276779882213,LOW RISK,1593.6,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
8988-ECPJR,0.5852588858584131,MEDIUM RISK,2990.56923076923,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
7677-SJJJK,0.06200089209133954,LOW RISK,747.6423076923076,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
5850-BDWCY,0.2570635359656911,LOW RISK,758.9132972555083,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2025-JKFWI,0.7625364009674972,HIGH RISK,3719.426555856204,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
8028-PNXHQ,0.0252420489466757,LOW RISK,1503.5,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
8397-MVTAZ,0.7839096426005043,HIGH RISK,3758.875019327406,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
4445-ZJNMU,0.8337184128968387,HIGH RISK,3730.697545419405,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
3125-RAHBV,0.02642857011640236,LOW RISK,762.6702937765751,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6682-QJDGB,0.29768730287285683,LOW RISK,2210.0,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
8840-DQLGN,0.4662549560579777,MEDIUM RISK,3775.7815036722072,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
6258-NGCNG,0.2396805103480507,LOW RISK,882.8941824507151,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
5917-RYRMG,0.019551422822868727,LOW RISK,743.8853111712408,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
7157-SMCFK,0.08755876724665748,LOW RISK,1204.75,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
0816-TSPHQ,0.24826742729509566,LOW RISK,779.576778121376,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6766-HFKLA,0.2073348004853344,LOW RISK,5779.2,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
7067-KSAZT,0.4296030001605961,MEDIUM RISK,6906.25,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
5155-AZQPB,0.3190530095236491,MEDIUM RISK,1874.7412640123691,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6890-PFRQX,0.31497287924971773,MEDIUM RISK,2611.1125821414767,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
3508-VLHCZ,0.01600144214537536,LOW RISK,6429.05,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
3649-JPUGY,0.054416574777004956,LOW RISK,6379.2,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
9248-OJYKK,0.9129588476930508,HIGH RISK,2872.2238403556244,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
7239-HZZCX,0.5892461132649344,MEDIUM RISK,742.0068129107074,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9860-LISIZ,0.17817489334447553,LOW RISK,764.5487920371087,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6979-ZNSFF,0.882950041040038,HIGH RISK,3270.4654715887127,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
8938-UMKPI,0.7120723011250603,HIGH RISK,5000.8,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
1820-DJFPH,0.016750843639038223,LOW RISK,1731.6,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
0732-OCQOC,0.03999544554209091,LOW RISK,1302.6,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6776-TLWOI,0.26479310458409183,LOW RISK,745.7638094317742,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4940-KHCWD,0.037513326141448984,LOW RISK,2262.0,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
9057-SIHCH,0.9108884371050595,HIGH RISK,3629.258639350599,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
9866-QEVEE,0.7143681499815506,HIGH RISK,3231.0170081175106,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
5542-TBBWB,0.8959275774380019,HIGH RISK,2626.140568225744,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
4587-VVTOX,0.8658194552801338,HIGH RISK,3956.117336683417,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
6322-HRPFA,0.20525824538201318,LOW RISK,2920.4,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
6284-AHOOQ,0.5993292741189675,MEDIUM RISK,3400.08185156552,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
4530-NDRKU,0.06530116950630747,LOW RISK,800.1,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
1751-NCDLI,0.7827133708466798,HIGH RISK,4547.099999999999,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
3893-JRNFS,0.43805046684558957,MEDIUM RISK,2713.2,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
5857-XRECV,0.2203424725238552,LOW RISK,770.1842868187089,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
3115-CZMZD,0.08078770704024932,LOW RISK,760.7917955160417,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4489-SNOJF,0.30519376241631063,MEDIUM RISK,2714.4299864708155,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
1051-GEJLJ,0.4555749489455849,MEDIUM RISK,732.6143216080402,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
3563-SVYLG,0.045676854052181574,LOW RISK,4260.2,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
4301-VVZKA,0.8070066894511834,HIGH RISK,2832.7753768844223,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9351-HXDMR,0.20239809330442415,LOW RISK,7984.8,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
5161-XEUVX,0.16513796034809583,LOW RISK,3542.847719366061,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
3088-FVYWK,0.05194357414686372,LOW RISK,1354.15,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9812-GHVRI,0.6042953480615431,HIGH RISK,3354.0,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1370-GGAWX,0.3577384734415387,MEDIUM RISK,4330.900000000001,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
6023-YEBUP,0.9030075510406061,HIGH RISK,3792.687988017008,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
9940-RHLFB,0.8541730271903778,HIGH RISK,2829.018380363355,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
4541-RMRLG,0.24218418242390738,LOW RISK,723.221830305373,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2606-RMDHZ,0.604263430882348,HIGH RISK,1145.8839389253965,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
5575-TPIZQ,0.5438338459055114,MEDIUM RISK,4100.900000000001,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9378-FXTIZ,0.2616476989348088,LOW RISK,3788.1,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
4631-OACRM,0.8029279798414584,HIGH RISK,2983.055237727097,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
8593-WHYHV,0.8942671224482744,HIGH RISK,3204.718032470042,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1403-GYAFU,0.007327209328131094,LOW RISK,1403.5,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
7641-TQFHN,0.24386292537401924,LOW RISK,3921.45,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
4237-CLSMM,0.28474706910180325,LOW RISK,751.3993042133745,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4360-PNRQB,0.6568453947911784,HIGH RISK,2840.2893699265555,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
5334-AFQJB,0.05287667602502528,LOW RISK,1807.2,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9308-ANMVE,0.3395552097178974,MEDIUM RISK,2599.1,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
3530-VWVGU,0.1794481825068712,LOW RISK,747.6423076923076,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4674-HGNUA,0.020529024861723436,LOW RISK,6382.900000000001,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
3030-YDNRM,0.8642246242340468,HIGH RISK,2812.111896018554,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3642-BYHDO,0.010861087311182918,LOW RISK,1412.9,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
0440-UEDAI,0.2936823151549849,LOW RISK,5005.85,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
9819-FBNSV,0.6079890479993719,HIGH RISK,2714.4299864708155,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9289-LBQVU,0.249847979395659,LOW RISK,4489.6,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
4468-YDOVK,0.5347823371585727,MEDIUM RISK,1827.7788074990333,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2001-EWBQU,0.3464600755125899,MEDIUM RISK,6282.0,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9992-UJOEL,0.7066582969235954,HIGH RISK,1889.7692500966368,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
8409-WQJUX,0.21254631613339445,LOW RISK,2036.292114418245,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
3077-RSNTJ,0.21707395392871018,LOW RISK,740.1283146501739,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6993-YCOBK,0.28199581680598035,LOW RISK,6636.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
4817-VYYWS,0.7667249055713695,HIGH RISK,3764.510514109007,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
4702-HDRKD,0.08564088325489014,LOW RISK,3306.4500000000003,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
3251-YMVWZ,0.15686274459409819,LOW RISK,1274.65,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4190-MFLUW,0.41882329364514237,MEDIUM RISK,2073.8620796289138,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
4678-DVQEO,0.7284229603384804,HIGH RISK,1961.152183996908,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
4701-AHWMW,0.23671185860233912,LOW RISK,3000.25,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
2987-BJXIK,0.05771267758747095,LOW RISK,5929.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
1730-VFMWO,0.24494162822734833,LOW RISK,1886.0122535755704,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
1936-UAFEH,0.2287769562394885,LOW RISK,7497.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
5140-FOMCQ,0.36895010780152454,MEDIUM RISK,6439.85,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
8778-LMWTJ,0.750361921888687,HIGH RISK,2812.111896018554,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9840-DVNDC,0.7861266196583186,HIGH RISK,3024.3821994588325,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
8033-VCZGH,0.49800429593956375,MEDIUM RISK,5197.5,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
8580-QVLOC,0.051413521614125324,LOW RISK,6656.400000000001,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
